station_code,areas,region
849,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA
850,"SURYA RIVER AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA
851,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA
852,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA
853,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA
960,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNaNDU",TAMILNaNDU
854,"VAITARNaN RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA
855,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA
856,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNaNGIRI",MAHARASHTRA
857,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNaNGIRI",MAHARASHTRA
858,"ACHENKOIL AT THUMPAMON, KERALA",KERALA
859,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA
860,"ACHENKOIL AT KALLARAKADAVU, PATHANaNMTHITTA",KERALA
861,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANaNMTHITTA",KERALA
862,R ANCHARAKANDY AT MERUVAMBA,KERALA
863,R ANCHARAKANDY AT MERUVAMBA,KERALA
864,R AYROOR AT AYROOR BRIDGE,KERALA
865,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA
866,R BHARATHAPUZHA AT PATTAMBI,KERALA
867,"CHALAKUDY AT PULICKALKANaNDAVU, KERALA",KERALA
868,"CHALIYAR AT KOOLIMADU, KERALA",KERALA
869,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA
870,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA
871,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA
872,"CHITRAPUZHA AT IRUMPANaNM, KERALA",KERALA
873,R CORAPUZHA AT KANaNYANKODE,KERALA
874,"R ITHIKKARA AT AYUR, KERALA",KERALA
875,R ITHIKKARA AT ITHIKKARA,KERALA
876,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA
877,R KADALUNDI AT HAJIRAPPALLY,KERALA
878,R KADAMBAYAR AT BRAHMAPURAM,KERALA
879,R KADAMBAYAR AT MANCKAKADAVU,KERALA
880,"KALLADA AT PERUMTHOTTAMKADAVU, PUNaNLOOR, KERALA",KERALA
881,R KALLAI AT KALLAI BRIDGE,KERALA
882,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA
883,KARAPUZHA DAM AT WAYANaND,KERALA
884,"R KARINGODE AT KAKKADAVU,  KERALA",KERALA
885,"KARAMANaN AT MOONNaNTTUMUKKU, KERALA",KERALA
886,"RIVER KARAMANaN AT ARUVIKARA, THIRUVANaNTHAPURAM",KERALA
887,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA
888,R KAVVAI AT KUTTIYOL PALAM,KERALA
889,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA
890,R KORAYAR AT KANJIKODE,KERALA
891,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA
892,R KUPPAM AT RAYAROM,KERALA
893,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA
894,"R MAHE AT VALAYAM, KERALA",KERALA
895,R MAMOM AT MAMOM BRIDGE,KERALA
896,"MANIMALA  AT KALLOOPARA, KERALA",KERALA
897,"MANIMALA AT THONDRA, KERALA",KERALA
898,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANaND",KERALA
899,R MANJESWAR AT BAJRAKKARA BR.,KERALA
900,"MEENaNCHIL AT KIDANGOOR, KERALA",KERALA
901,R MOGRAL AT MOGRAL BR.,KERALA
902,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA
903,R NEELASWARAM AT NaNMBIARKAL DAM,KERALA
904,"R NEELESWARAM AT HOSDURG, KERALA",KERALA
905,"R NEYYAR AT AMARAVILA, KERALA",KERALA
906,R NEYYAR AT ARUVIPURAM,KERALA
907,R PALLICKAL AT NELLIMUKAL,KERALA
908,"PAMBA AT CHENGANNUR, KERALA",KERALA
909,"PAMBA AT THAKAZHY, KERALA",KERALA
910,"PAMBA DOWN, KERALA",KERALA
911,"PERIYAR NEAR ALWAYENaNELOOR, KERALA",KERALA
912,"PERIYAR AT KALADY, KERALA",KERALA
913,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA
914,RIVER PERIYAR AT MUPPATHADAM,KERALA
915,RIVER PERIYAR AT PATHALAM,KERALA
916,R PERIYAR AT KALAMASSERY,KERALA
917,R PERIYAR AT PURAPPALLIKAVU,KERALA
918,"PERIYAR AT KWA INTAKENaN ALUVA, ERNaNKULAM",KERALA
919,R PERUVAMBA AT CHANDAPPURA,KERALA
920,R PULLUR AT PULLUR BR.,KERALA
921,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA
922,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA
923,R SHRIYA AT ANGADIMOGARU,KERALA
924,R THALLASSERY AT PATHIPPALAM,KERALA
925,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA
926,R UPPALA AT  UPPALA BR.,KERALA
927,"RIVER VALAPATTANaNM AT PARASSINIKADAVU, KANNUR",KERALA
928,"VAMANaNPURAM, KERALA",KERALA
929,"NaNGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH
930,"RIVER VAMSHADHARA, KALINGAPATNaNM,VIZIANaNGARAM",ANDHRA PRADESH
931,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH
932,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH
933,"KALI AT D/S WEST COAST PAPER MILL, KARNaNTAKA",KARNaNTAKA
934,"KALI AT U/S OF WCPM, DANDELI, KARNaNTAKA",KARNaNTAKA
935,KUMARADHARA NaN U/S OF UPPINaNGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNaNTAKA
936,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNaNTAKA
937,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA
938,BUDHABALANGA AT BALASORE D/S,ORISSA
939,"RIVER KERANDI(INTAKE WELL OF NaNLCO REFINaNRY, HAL, SUNaNBEDA)",ORISSA
940,"NaNGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA
941,"NaNGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA
942,"NaNGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA
943,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA
944,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA
945,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINaN PROJECT),ORISSA
946,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA
952,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNaNDU",TAMILNaNDU
953,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINaNSAM,TAMILNaNDU",TAMILNaNDU
954,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNaNDU",TAMILNaNDU
955,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNaNDU.",TAMILNaNDU
956,"TAMBIRAPARANI AT MURAPPANaNDU, TAMILNaNDU",TAMILNaNDU
957,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNaNDU",TAMILNaNDU
958,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNaNDU",TAMILNaNDU
959,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNaNDU",TAMILNaNDU
961,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
962,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANaNICUT, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
963,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
964,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNaNDU",TAMILNaNDU
965,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNaNDU",TAMILNaNDU
966,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB
967,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB
968,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB
969,"GHAGGAR AT RATANHERI, D/S OF PATIALA NaNDI (AFTER CONFL.), PUNJAB",PUNJAB
970,"D/S CHHATBIR, PUNJAB",PUNJAB
971,"U/S DHAKANSU NaNLLAH, PUNJAB",PUNJAB
972,"D/S DHAKANSU NaNLLAH, PUNJAB",PUNJAB
973,"D/S JHARMAL NaNDI, PUNJAB",PUNJAB
974,"U/S JHARMAL NaNDI, PUNJAB",PUNJAB
975,"GHAGGER AT MOONaNK, PUNJAB",PUNJAB
976,"D/S SARDULGARH, PUNJAB",PUNJAB
977,"U/S SARDULGARH, PUNJAB",PUNJAB
982,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANaN NEAR RD NO. 629, RAJASTHAN",RAJASTHAN
983,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH
984,MARKANDA U/S KALA AMB,HIMACHAL PRADESH
985,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANaN,HIMACHAL PRADESH
986,"RIVER SUKHANaN AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH
987,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN
988,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN
989,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN
990,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NaNI ABADI, MAKKASR, RAJASTHAN",RAJASTHAN
991,"RIVER LUNI AT RANaNKPUR DAM, RANaNKPUR, PALI, RAJASTHAN",RAJASTHAN
992,"RIVER BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH
993,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA
994,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA
995,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA
996,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA
997,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA
998,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA
999,"KYNSHI RIVER AT NaNGKHNUM, WEST KHASI HILLS",MEGHALAYA
1000,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA
1001,RILANG RIVER,MEGHALAYA
1002,WAH BLEI,MEGHALAYA
1003,WAH BLEI,MEGHALAYA
1004,LUKHA RIVER,MEGHALAYA
1005,LUKHA RIVER,MEGHALAYA
1006,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA
1007,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA
1008,"MYNTANG RIVER AT NaNRTIANG, JAYANTIA HILLS",MEGHALAYA
1009,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA
1010,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA
1011,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA
1012,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
1013,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
1014,"SIMSANG RIVER WILLIAMNaNGAR, MEGHALAYA",MEGHALAYA
1015,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA
1016,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA
1017,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA
1018,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA
1019,UMKHEN AT WAHKDAIT,MEGHALAYA
1020,UMKHEN AT KSEHPONGDENG,MEGHALAYA
1021,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA
1022,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA
1023,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA
1024,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA
1025,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA
1026,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA
1027,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA
1028,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA
1029,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA
1030,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA
1031,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA
1032,"UMTREW RIVER AT UMRAN, RINaN BHOI",MEGHALAYA
1037,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA
1038,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA
1039,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA
1041,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT
1042,RIVER DHADAR AT KOTHADA,GUJARAT
1043,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESHWAR,GUJARAT
1044,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,GUJARAT
1045,KOLAK AT PATALIA BDG,GUJARAT
1047,ZUARI AT PANCHAWADI,GOA
1048,RIVER ZUARI AT BORIM BRIDGE,GOA
1049,RIVER ZUARI AT MARCAIM JETTY,GOA
1050,MANDOVI AT NEGHBOURHOOD OF PANaNJI,GOA
1051,"MANDOVI AT TONCA, MARCELA",GOA
1052,MANDOVI AT AMONaN BRIDGE,GOA
1053,RIVER MANDOVI AT IFFI JETTY,GOA
1054,MANDOVI NEAR HOTEL MARRIOT,GOA
1055,KALNaN AT CHANDELNaN PERNEM,GOA
1056,RIVER ASSONORA AT ASSONORA,GOA
1057,"BICHOLIM VARAZAN NaNGAR, BICHOLIM",GOA
1058,"RIVER CHAPORA NEAR ALORNaN FORT ,PERNEM",GOA
1059,RIVER CHAPORA AT SIOLIM,GOA
1060,KHANDEPAR AT OPA NaN PONDA,GOA
1061,"KHANDEPAR AT CODLI NR BDG, U/S OPA WATERWORKS,SANGUEM",GOA
1062,"RIVER KUSHAWATI NEAR BUND AT KEVONaN,RIVON,SANGUEM",GOA
1063,RIVER MADAI AT DABOS NaN  VALPOI,GOA
1064,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANaNJI,GOA
1065,"SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONaN CANaNCONaN NaNTIONaNL HIGHWAY)",GOA
1066,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA
1069,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA
1070,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA
1071,RIVER TALPONaN AT CANaNCONaN,GOA
1072,RIVER TIRACOL AT TIRACOL,GOA
1073,VALVANT AT SANKLI NaN BICHOLIM,GOA
1074,"AMBA AT D/S OF WAKEN BRIDGENaNU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA
1075,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),MAHARASHTRA
1076,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",MAHARASHTRA
1077,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA
1078,KALU AT ATALE VILLAGE,MAHARASHTRA
1079,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA
1080,KUNDALIKA AT ROHA CITY,MAHARASHTRA
1081,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA
1082,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINaN ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA
1083,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNaNSWEET ZONE), ROHA",MAHARASHTRA
1084,MITHI RIVER,MAHARASHTRA
1085,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNaNGIRI.",MAHARASHTRA
1086,PATALGANGA AT SHILPHATA,MAHARASHTRA
1087,PATALGANGA NEAR INTAKE OF MIDC W/W,MAHARASHTRA
1088,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA
1089,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA
1090,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA
1091,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA
1092,"PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA
1093,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA
1094,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA
1095,"SAVITRI JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD",MAHARASHTRA
1096,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA
1097,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA
1098,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA
1099,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA
1100,"SURYA AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA
1101,"SURYA RIVER AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA
1102,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA
1103,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA
1104,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA
1105,ULHAS ATJAMBHUL WATER WORKS,MAHARASHTRA
1106,"VAITARNaN NR RD BDG, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA
1107,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA
1108,"VASHISHTI  AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL,KHERDI,RATNaNGIRI",MAHARASHTRA
1109,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNaNGIRI",MAHARASHTRA
1110,ACHENKOIL AT THUMPAMON,KERALA
1111,ACHENKOIL AT CHENNITHULA,KERALA
1112,"ACHENKOIL AT KALLARAKADAVU, PATHANaNMTHITTA",KERALA
1113,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE),PATHANaNMTHITTA",KERALA
1114,ANCHARAKANDY AT MERUVAMBA,KERALA
1115,ANCHARAKANDY AT MERUVAMBA,KERALA
1116,R AYROOR AT AYROOR BRIDGE,KERALA
1117,BHARATHAPUZHA AT KUTTIPPURAM,KERALA
1118,R BHARATHAPUZHA AT PATTAMBI,KERALA
1119,CHALAKUDY AT PULICKALKANaNDAVU,KERALA
1120,CHALIYAR AT KOOLIMADU,KERALA
1121,CHALIYAR AT CHUNGAPALLY,KERALA
1122,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA
1123,CHANDRAGIRI AT PADIYATHADKA,KERALA
1124,CHITRAPUZHA AT IRUMPANaNM,KERALA
1125,R CORAPUZHA AT KANaNYANKODE,KERALA
1126,"R ITHIKKARA AT AYUR, KERALA",KERALA
1127,R ITHIKKARA AT ITHIKKARA,KERALA
1128,R KADALUNDI AT THIRURANGADY,KERALA
1129,R KADALUNDI AT HAJIRAPPALLY,KERALA
1130,KADAMBAYAR AT BRAHMAPURAM,KERALA
1131,KADAMBAYAR AT MANCKAKADAVU,KERALA
1132,"KALLADA AT PERUMTHOTTAM KADAVU, PUNaNLOOR",KERALA
1133,R KALLAI AT KALLAI BRIDGE,KERALA
1134,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA
1135,KARAPUZHA DAM AT WAYANaND,KERALA
1136,R KARINGODE AT KAKKADAVU,KERALA
1137,KARAMANaN AT MOONNaNTTUMUKKU,KERALA
1138,"RIVER KARAMANaN AT ARUVIKARA, THIRUVANaNTHAPURAM",KERALA
1139,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA
1140,R KAVVAI AT KUTTIYOL PALAM,KERALA
1141,KEECHERI AT VADAKKANCHERY BDG,KERALA
1142,R KORAYAR AT KANJIKODE,KERALA
1143,R KUPPAM AT THALIPARAMBA,KERALA
1144,R KUPPAM AT RAYAROM,KERALA
1145,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA
1146,"R MAHE AT VALAYAM, KERALA",KERALA
1147,R MAMOM AT MAMOM BRIDGE,KERALA
1148,MANIMALA  AT KALLOOPARA,KERALA
1149,MANIMALA AT THONDRA,KERALA
1150,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANaND",KERALA
1151,R MANJESWAR AT BAJRAKKARA BR.,KERALA
1152,MEENaNCHIL AT KIDANGOOR,KERALA
1153,R MOGRAL AT MOGRAL BR.,KERALA
1154,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA
1155,NEELASWARAM AT NaNMBIARKAL ,KERALA
1156,R NEELESWARAM AT HOSDURG,KERALA
1157,R NEYYAR AT AMARAVILA,KERALA
1158,R NEYYAR AT ARUVIPURAM,KERALA
1159,R PALLICKAL AT NELLIMUKAL,KERALA
1160,PAMBA AT CHENGANNUR,KERALA
1161,PAMBA AT THAKAZHY,KERALA
1162,PAMBA DOWN,KERALA
1163,PERIYAR NEAR ALWAYENaNELOOR,KERALA
1164,PERIYAR AT KALADY,KERALA
1165,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA
1166,PERIYAR AT MUPPATHADAM,KERALA
1167,RIVER PERIYAR AT PATHALAM,KERALA
1168,R PERIYAR AT KALAMASSERY,KERALA
1169,R PERIYAR AT PURAPPALLIKAVU,KERALA
1170,"PERIYAR AT KWA INTAKENaN ALUVA, ERNaNKULAM",KERALA
1171,PERUVAMBA AT CHANDAPPURA,KERALA
1172,R PULLUR AT PULLUR BR.,KERALA
1173,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA
1174,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA
1175,R SHRIYA AT ANGADIMOGARU,KERALA
1176,THALLASSERY AT PATHIPPALAM,KERALA
1177,THIRUR AT THALAKKADATHUR BDG,KERALA
1178,R UPPALA AT  UPPALA BR.,KERALA
1179,"RIVER VALAPATTANaNM AT PARASSINIKADAVU, KANNUR",KERALA
1180,VAMANaNPURAM,KERALA
1181,NaNGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH
1182,"RIVER VAMSHADHARA, KALINGAPATNaNM,VIZIANaNGARAM",ANDHRA PRADESH
1183,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH
1184,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH
1185,KALI AT D/S WEST COAST PAPER MILL,KARNaNTAKA
1186,"KALI AT U/S OF WCPM, DANDELI",KARNaNTAKA
1189,"BUDHABALANGA, D/S OF BARIPADA",ORISSA
1190,BUDHABALANGA AT BALASORE D/S,ORISSA
1191,"RIVER KERANDI(INTAKE WELL OF NaNLCO REFINaNRY, HAL, SUNaNBEDA)",ORISSA
1192,"NaNGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA
1193,NaNGAVALLI AT JAYKAYPUR D/S,ORISSA
1194,NaNGAVALLI AT RAYAGADA D/S,ORISSA
1195,RUSHIKULYA AT GANJAM U/S,ORISSA
1196,RUSHIKULYA AT GANJAM D/S,ORISSA
1197,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINaN PROJECT),ORISSA
1198,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA
1204,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNaNDU
1205,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINaNSAM,TAMILNaNDU
1206,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNaNDU
1207,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNaNDU
1208,TAMBIRAPARANI AT MURAPPANaNDU,TAMILNaNDU
1209,TAMBIRAPARANI AT PAPPANKULAM,TAMILNaNDU
1210,TAMBIRAPARANI AT RAIL BDG. ,TAMILNaNDU
1211,TAMBIRAPARANI AT ARUMUGANERI,TAMILNaNDU
1212,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNaNDU
1213,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNaNDU
1214,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANaNICUT, TIRUNELVELI",TAMILNaNDU
1215,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNaNDU
1216,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNaNDU
1217,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT",TAMILNaNDU
1219,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB
1220,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB
1221,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB
1222,"GHAGGAR AT RATANHERI, D/S OF PATIALA NaNDI (AFTER CONFL.)",PUNJAB
1223,GHAGGAR AT D/S CHHATBIR,PUNJAB
1224,GHAGGAR AT U/S DHAKANSU NaNLLAH,PUNJAB
