STATION CODE|LOCATIONS|STATE|TEMP|DO|pH|CONDUCTIVITY|BOD|NITRATE_N_NITRITE_N|FECAL_COLIFORM|TOTAL_COLIFORM
736|GANOL RIVER TURA, MEGHALAYA|MEGHALAYA|23.2|7.5|7.5|111.0|2.4|3.0|293.0|506.0
737|KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA|MEGHALAYA|20.1|5.3|3.3|831.0|7.7|3.2|18.0|36.0
738|KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS|MEGHALAYA|18.3|7.2|7.2|56.0|1.7|2.6|21.0|42.0
739|KYNSHI RIVER AT NaNGKHNUM, WEST KHASI HILLS|MEGHALAYA|19.3|7.5|7.2|66.0|1.6|2.5|22.0|44.0
740|KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS|MEGHALAYA|24.0|7.8|7.0|74.0|2.3|4.3|28.0|108.0
741|LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNaNR)|MEGHALAYA|20.5|6.7|2.7|1350.0|3.3|1.1|7.0|16.0
742|LUKHA RIVER AT SUNaNPUR (TRIBUTARY OF LUNaNR)|MEGHALAYA|21.2|7.3|6.6|274.0|2.5|2.4|176.0|386.0
743|MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS|MEGHALAYA|26.3|7.4|7.3|67.0|1.8|2.5|25.0|55.0
744|MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS|MEGHALAYA|25.5|7.2|7.4|82.0|2.0|2.8|26.0|61.0
745|MYNTANG RIVER AT NaNRTIANG, JAYANTIA HILLS|MEGHALAYA|20.0|7.3|7.1|55.0|1.9|2.5|24.0|53.0
746|MYNTANG RIVER AT MYNSO, JAYANTIA HILLS|MEGHALAYA|20.3|7.3|7.1|57.0|2.0|2.4|24.0|50.0
747|MYNTDU RIVER JOWAI, MEGHALAYA|MEGHALAYA|19.4|6.6|7.1|114.0|2.6|2.8|2142.0|3108.0
748|MYNTDU RIVER AT LESHKA, JAYANTIA HILLS|MEGHALAYA|21.0|7.3|5.6|56.0|1.8|2.1|16.0|34.0
749|NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS|MEGHALAYA|19.2|5.1|7.0|105.0|3.6|4.7|351.0|780.0
750|NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS|MEGHALAYA|18.3|7.3|7.1|51.0|1.6|2.4|19.0|40.0
751|RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS|MEGHALAYA|19.6|7.7|7.2|50.0|1.6|2.0|19.0|36.0
752|SIMSANG RIVER WILLIAMNaNGAR, MEGHALAYA|MEGHALAYA|23.7|7.6|7.3|115.0|2.1|3.7|301.0|528.0
753|UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS|MEGHALAYA|18.2|6.2|7.0|81.0|2.4|5.1|36.0|79.0
754|UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS|MEGHALAYA|18.8|7.2|7.1|66.0|1.9|3.4|28.0|63.0
755|UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS|MEGHALAYA|18.9|7.4|7.1|57.0|1.5|2.9|13.0|40.0
756|UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS|MEGHALAYA|25.1|7.5|7.4|144.0|1.7|3.5|26.0|59.0
757|UMKHEN AT WAHKDAIT|MEGHALAYA|18.8|7.1|7.1|63.0|1.9|5.6|22.0|48.0
758|UMKHEN AT KSEHPONGDENG|MEGHALAYA|20.2|7.3|7.2|65.0|1.9|3.3|24.0|48.0
759|UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS|MEGHALAYA|20.0|7.3|7.3|65.0|2.0|3.0|25.0|54.0
760|UMKHRAH RIVER AT DEMTHRING, SHILLONG|MEGHALAYA|18.5|1.5|6.9|345.0|33.9|16.9|23232.0|34251.0
761|UMKHRAH RIVER ATUMKALIAR, SHILLONG|MEGHALAYA|18.8|3.9|7.1|233.0|17.0|10.5|13174.0|22223.0
762|UMKHRAH RIVER ATMAWLAI, SLAUGHTER|MEGHALAYA|18.3|1.0|7.2|376.0|57.2|20.3|48665.0|83554.0
763|UMKHRAH RIVER AT MAWPDANG, MAWLAI|MEGHALAYA|18.5|0.9|7.2|506.0|61.1|19.6|64250.0|106333.0
764|UMNGOT RIVER AT SMIT, EAST KHASI HILLS|MEGHALAYA|18.2|7.2|7.0|66.0|1.9|3.7|28.0|60.0
765|UMNGOT RIVER AT DAWKI, EAST KHASI HILLS|MEGHALAYA|22.1|7.7|7.2|62.0|1.6|3.0|27.0|59.0
766|UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS|MEGHALAYA|17.6|7.3|6.9|61.0|2.2|2.0|25.0|52.0
767|UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS|MEGHALAYA|18.7|1.2|7.1|380.0|45.7|15.6|51583.0|94083.0
768|UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS|MEGHALAYA|18.7|3.2|7.1|258.0|23.5|10.3|31833.0|54083.0
769|UMTREW AT BYRNIHAT EAST, MEGHALAYA|MEGHALAYA|23.1|7.2|7.2|124.0|6.9|4.5|348.0|552.0
770|UMTREW RIVER AT UMRAN, RINaN BHOI|MEGHALAYA|22.6|7.2|7.1|65.0|2.1|2.4|56.0|120.0
771|WAH BLEI AT RIANGDO, WEST KHASI HILLS|MEGHALAYA|20.0|7.5|7.3|64.0|1.9|3.3|21.0|42.0
772|WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS|MEGHALAYA|19.9|7.6|7.3|65.0|1.9|3.8|21.0|43.0
774|TLAWNG DOWNSTREAM AIZAWL|MIZORAM|24.4|7.2|7.3|275.0|1.5|0.1|4.0|68.0
777|GUMTI AT U/S SOUTH TRIPURA,TRIPURA|TRIPURA|27.3|6.2|7.8|165.0|2.1|0.0|282.0|340.0
778|GUMTI AT D/S SOUTH TRIPURA, TRIPURA|TRIPURA|29.1|6.4|7.8|158.0|4.1|0.5|458.0|500.0
779|CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA|TRIPURA|26.6|6.6|7.9|210.0|4.2|1.9|510.0|572.0
781|DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT|GUJARAT|27.1|7.3|7.9|693.0|0.5|1.0|161.0|173.0
782|DAMANGANGA AT KACHIGAON D\S (DAMAN), GUJARAT|GUJARAT|27.3|5.0|7.6|1676.0|1.8|8.0|329.0|174.0
784|AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT|GUJARAT|24.5|6.0|7.7|1863.0|8.6|1.0|47.0|1183.0
786|KOLAK AT PATALIA BDG., GUJARAT|GUJARAT|27.5|5.3|7.8|817.0|2.8|1.0|9.0|23.0
788|BALEHWAR KHADI AT N.H. NO 8|GUJARAT|28.4|4.5|8.3|1287.0|1.5|11.0|116.0|5.0
790|AMBIKA AT BILIMORA, GUJARAT|GUJARAT|27.6|6.8|8.2|1862.0|2.5|0.87|7.0|64.0
793|KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD|GUJARAT|27.0|6.7|8.1|2520.0|7.2|1.0|6.0|41.0
796|ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANaNL JOINS, GOA|GOA|30.0|5.6|7.5|41.0|2.0|0.08|7022.0|13410.0
797|ZUARI AT PANCHAWADI|GOA|30.4|5.5|6.7|209.0|0.8|0.17|1893.0|2915.0
798|RIVER ZUARI AT BORIM BRIDGE|GOA|30.8|5.5|7.1|123.0|1.5|0.09|3293.0|6264.0
799|RIVER ZUARI AT MARCAIM JETTY|GOA|30.3|5.3|7.3|182.0|1.5|0.08|1976.0|3080.0
800|MANDOVI AT NEGHBOURHOOD OF PANaNJI, GOA|GOA|30.1|6.0|7.6|100.0|1.2|0.17|5129.0|6086.0
801|MANDOVI AT TONCA, MARCELA, GOA|GOA|29.9|5.7|6.9|111.0|1.0|0.14|939.0|3061.0
802|RIVER MANDOVI AT AMONaN BRIDGE|GOA|29.1|6.4|7.1|140.0|1.1|0.1|4464.0|7908.0
803|RIVER MANDOVI AT IFFI JETTY|GOA|29.9|6.2|7.8|44.0|2.0|0.06|9429.0|9320.0
804|RIVER MANDOVI NEAR HOTEL MARRIOT|GOA|29.8|6.1|7.6|43.0|1.8|0.06|6668.0|9554.0
805|RIVER KALNaN AT CHANDELNaN PERNEM, GOA|GOA|27.9|7.0|6.9|64.0|1.1|0.09|1641.0|2841.0
806|RIVER ASSONORA AT ASSONORA, GOA|GOA|28.2|6.6|6.5|62.0|1.0|0.14|4073.0|7190.0
807|RIVER BICHOLIM VARAZAN NaNGAR , BICHOLIM|GOA|29.6|7.0|6.8|304.0|2.0|0.49|12140.0|23867.0
808|RIVER CHAPORA NEAR ALORNaN FORT ,PERNEM|GOA|28.8|7.0|7.0|55.0|1.2|0.66|1298.0|2813.0
809|RIVER CHAPORA AT SIOLIM|GOA|29.5|6.3|7.6|213.0|1.5|0.06|3803.0|7069.0
810|RIVER KHANDEPAR AT OPA NaN PONDA, GOA|GOA|29.8|6.7|6.8|83.0|1.2|0.17|2140.0|3559.0
811|RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM|GOA|29.7|7.1|6.6|76.0|1.0|0.12|2367.0|3527.0
812|RIVER KUSHAWATI NEAR BUND AT KEVONaN,RIVON,SANGUEM|GOA|28.7|6.7|6.6|107.0|1.3|0.22|2461.0|3757.0
813|RIVER MADAI AT DABOS NaN  VALPOI, GOA|GOA|27.9|7.2|6.7|89.0|0.9|0.06|832.0|1996.0
814|RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANaNJI|GOA|29.3|4.2|6.7|192.0|2.0|0.16|4448.0|9286.0
815|RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONaN CANaNCONaN NaNTIONaNL HIGHWAY)|GOA|28.6|6.3|6.6|79.0|1.6|0.19|2830.0|6054.0
816|RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM|GOA|29.8|5.6|7.7|142.0|1.7|0.14|1831.0|3644.0
817|RIVER SAL AT KHAREBAND, MARGAO|GOA|28.6|2.8|6.4|424.0|3.2|0.35|12658.0|21036.0
818|RIVER SAL AT ORLIM BRIDGE, ORLIM|GOA|30.6|5.2|7.1|306.0|2.6|0.34|1411.0|1525.0
819|RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE)|GOA|30.3|5.6|7.7|40.0|1.5|0.07|4153.0|7130.0
820|RIVER SINQUERIM NEAR NERUL TEMPLE|GOA|30.4|5.5|7.7|40.0|1.5|0.08|7086.0|12282.0
821|RIVER TALPONaN AT CANaNCONaN, GOA|GOA|29.6|6.9|6.7|63.0|0.9|0.21|691.0|1132.0
822|RIVER TIRACOL AT TIRACOL|GOA|29.6|6.3|7.6|227.0|1.7|0.08|3622.0|3612.0
823|RIVER VALVANT AT SANKLI NaN BICHOLIM, GOA|GOA|29.5|7.1|6.6|68.0|1.1|0.13|4124.0|8167.0
824|AMBA RIVER AT D/S OF WAKEN BRIDGENaNU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA|MAHARASHTRA|26.7|6.9|7.7|121.0|3.3|1.0|77.0|163.0
825|BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA|MAHARASHTRA|29.3|7.2|8.2|112.0|3.3|1.0|39.0|94.0
826|BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE|MAHARASHTRA|28.0|6.9|7.7|103.0|3.7|0.57|48.0|103.0
827|BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE|MAHARASHTRA|28.2|6.9|7.6|104.0|3.5|0.75|37.0|79.0
828|KALU AT ATALE VILLAGE, MAHARASHTRA|MAHARASHTRA|26.5|6.4|7.4|1003.0|4.3|2.89|524.0|753.0
829|KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.|MAHARASHTRA|20.7|6.3|8.3|408.0|2.7|1.58|64.0|157.0
830|KUNDALIKA AT ROHA CITY, MAHARASHTRA|MAHARASHTRA|27.2|6.7|7.8|105.0|3.6|1.0|43.0|89.0
831|KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE )|MAHARASHTRA|27.5|6.3|7.6|209.0|4.4|1.86|48.0|98.0
832|KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINaN ZONE), SALAV, ROHA, RAIGAD|MAHARASHTRA|26.0|5.9|7.6|13768.0|5.0|1.79|166.0|300.0
833|KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNaNSWEET ZONE), ROHA|MAHARASHTRA|26.5|7.3|7.7|86.0|3.2|1.0|50.0|93.0
834|MITHI RIVER|MAHARASHTRA|27.0|3.6|7.4|6487.0|30.5|1.5|534.0|745.0
835|MUCHKUNDI RIVER AT  WAKED,RATNaNGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNaNGIRI.|MAHARASHTRA|27.3|6.3|8.3|999.0|3.3|1.78|4.0|112.0
836|PATALGANGA AT SHILPHATA, MAHARASHTRA|MAHARASHTRA|28.7|7.2|7.7|125.0|3.3|1.0|39.0|89.0
837|PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA|MAHARASHTRA|28.4|7.1|7.5|127.0|3.4|4.4|17.0|63.0
838|PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.|MAHARASHTRA|28.7|7.1|7.4|5300.0|38.0|1.0|388.0|667.0
839|PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.|MAHARASHTRA|28.7|7.2|7.6|127.0|3.2|1.0|22.0|51.0
840|PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.|MAHARASHTRA|28.7|7.0|7.6|126.0|3.3|1.0|20.0|63.0
841|PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.|MAHARASHTRA|28.7|7.2|7.6|126.0|3.4|1.89|29.0|64.0
842|PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.|MAHARASHTRA|28.7|7.1|7.8|112.0|3.2|0.63|43.0|88.0
843|SAVITRI RIVER AT OVALE VILLAGE.|MAHARASHTRA|29.3|6.8|7.7|9590.0|3.6|4.57|3.0|124.0
844|SAVITRI RIVER JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD|MAHARASHTRA|28.3|6.8|7.4|174.0|3.7|2.26|4.0|124.0
845|SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD|MAHARASHTRA|28.7|6.8|7.6|2572.0|3.3|4.22|4.0|118.0
846|SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH|MAHARASHTRA|29.2|6.7|7.8|6030.0|4.4|4.78|4.0|138.0
847|SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH|MAHARASHTRA|28.7|6.8|7.7|7207.0|3.9|4.25|3.0|120.0
848|SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE|MAHARASHTRA|27.2|6.8|8.1|167.0|3.8|1.0|32.0|85.0
849|SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE|MAHARASHTRA|27.2|6.8|8.0|173.0|3.5|1.0|53.0|98.0
850|SURYA RIVER AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE|MAHARASHTRA|27.2|7.0|8.0|168.0|3.6|1.0|44.0|83.0
851|TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE|MAHARASHTRA|28.0|6.9|7.9|131.0|3.5|0.75|41.0|96.0
852|ULHAS AT U/S OF BADLAPUR, MAHARASHTRA|MAHARASHTRA|26.2|7.0|7.6|125.0|3.5|0.6|33.0|63.0
853|ULHAS RIVER ATJAMBHUL WATER WORKS.|MAHARASHTRA|26.2|7.2|7.5|132.0|3.3|0.9|38.0|88.0
854|VAITARNaN RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.|MAHARASHTRA|28.2|7.2|7.7|119.0|3.3|1.0|35.0|68.0
855|VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.|MAHARASHTRA|24.5|6.9|7.5|159.0|2.8|1.0|3.0|82.0
856|VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNaNGIRI|MAHARASHTRA|24.5|6.7|7.7|141.0|3.3|3.0|4.0|90.0
857|VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNaNGIRI|MAHARASHTRA|24.5|7.3|7.7|132.0|2.9|2.0|3.0|88.0
858|ACHENKOIL AT THUMPAMON, KERALA|KERALA|24.0|6.4|7.3|76.0|1.7|0.62|199.0|788.0
859|ACHENKOIL AT CHENNITHULA, KERALA|KERALA|24.9|6.0|7.1|85.0|1.7|0.53|262.0|538.0
860|ACHENKOIL AT KALLARAKADAVU, PATHANaNMTHITTA|KERALA|24.3|6.3|7.1|69.0|1.3|0.57|248.0|593.0
861|ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANaNMTHITTA|KERALA|24.8|6.5|7.3|76.0|1.6|0.55|226.0|545.0
862|R ANCHARAKANDY AT MERUVAMBA|KERALA|26.4|6.7|6.6|60.0|1.2|0.34|228.0|435.0
863|R ANCHARAKANDY AT MERUVAMBA|KERALA|27.0|7.0|6.6|3544.0|1.5|0.37|208.0|435.0
864|R AYROOR AT AYROOR BRIDGE|KERALA|26.6|6.7|7.3|51.0|0.8|0.35|547.0|1567.0
865|R BHARATHAPUZHA AT KUTTIPPURAM|KERALA|28.6|6.9|7.7|107.0|0.7|0.46|255.0|443.0
866|R BHARATHAPUZHA AT PATTAMBI|KERALA|28.8|6.7|7.9|173.0|0.9|0.56|191.0|426.0
867|CHALAKUDY AT PULICKALKANaNDAVU, KERALA|KERALA|28.0|5.6|6.9|126.0|1.2|0.67|266.0|990.0
868|CHALIYAR AT KOOLIMADU, KERALA|KERALA|27.4|7.3|7.4|70.0|0.8|0.31|2984.0|4208.0
869|CHALIYAR AT CHUNGAPALLY, KERALA|KERALA|27.5|6.9|7.4|12754.0|0.8|0.29|1807.0|2557.0
870|CHALIYAR AT NILAMBUR, MALAPPURAM|KERALA|26.8|7.1|7.4|80.0|0.6|0.5|1921.0|2831.0
871|CHANDRAGIRI AT PADIYATHADKA, KERALA|KERALA|30.0|7.2|6.9|62.0|1.3|0.11|33.0|150.0
872|CHITRAPUZHA AT IRUMPANaNM, KERALA|KERALA|28.8|3.4|6.7|2965.0|2.3|1.11|271.0|1236.0
873|R CORAPUZHA AT KANaNYANKODE|KERALA|27.4|6.1|7.2|15871.0|0.9|0.25|1667.0|2975.0
874|R ITHIKKARA AT AYUR, KERALA|KERALA|24.8|6.4|7.2|120.0|1.9|0.77|258.0|618.0
875|R ITHIKKARA AT ITHIKKARA|KERALA|23.6|6.2|7.2|7448.0|2.0|1.01|184.0|483.0
876|R KADALUNDI AT THIRURANGADY, KERALA|KERALA|29.8|6.6|6.9|77.0|1.6|0.29|264.0|756.0
877|R KADALUNDI AT HAJIRAPPALLY|KERALA|30.2|6.8|7.0|72.0|1.7|0.2|249.0|785.0
878|R KADAMBAYAR AT BRAHMAPURAM|KERALA|28.2|2.9|6.7|305.0|2.2|1.28|403.0|1623.0
879|R KADAMBAYAR AT MANCKAKADAVU|KERALA|27.7|3.0|6.6|86.0|2.0|0.39|357.0|1319.0
880|KALLADA AT PERUMTHOTTAMKADAVU, PUNaNLOOR, KERALA|KERALA|23.9|6.7|7.1|79.0|1.6|0.34|313.0|738.0
881|R KALLAI AT KALLAI BRIDGE|KERALA|27.4|3.6|7.3|32790.0|2.6|0.59|64259.0|112867.0
882|KALPATHI PUZHA AT KALPATHI, PALAKKAD|KERALA|27.8|6.1|7.8|2905.0|1.3|0.54|422.0|997.0
883|KARAPUZHA DAM AT WAYANaND|KERALA|26.4|6.9|7.4|112.0|0.5|0.35|50.0|67.0
884|R KARINGODE AT KAKKADAVU,  KERALA|KERALA|29.6|7.0|6.9|51.0|1.1|0.18|44.0|317.0
885|KARAMANaN AT MOONNaNTTUMUKKU, KERALA|KERALA|27.0|3.1|7.2|1416.0|13.2|4.41|2992.0|19917.0
886|RIVER KARAMANaN AT ARUVIKARA, THIRUVANaNTHAPURAM|KERALA|26.3|7.0|7.1|30.0|0.5|0.32|211.0|496.0
887|R KARUVANNURR AT KARUVANNUR BRIDGE|KERALA|30.0|6.1|7.0|59.0|1.8|0.58|89.0|282.0
888|R KAVVAI AT KUTTIYOL PALAM|KERALA|28.0|6.0|6.4|61.0|2.1|0.28|87.0|300.0
889|R KEECHERI AT VADAKKANCHERY BRIDGE|KERALA|30.1|6.3|7.0|105.0|2.8|0.37|142.0|543.0
890|R KORAYAR AT KANJIKODE|KERALA|27.9|6.9|8.1|502.0|0.9|0.72|382.0|615.0
891|R KUPPAM AT THALIPARAMBA, KERALA|KERALA|27.0|5.9|6.7|14662.0|1.5|0.52|144.0|377.0
892|R KUPPAM AT RAYAROM|KERALA|26.0|7.8|6.8|49.0|1.4|0.3|122.0|319.0
893|R KUTTIYADE AT KUTTIYADY ESTATE, KERALA|KERALA|27.7|7.1|7.4|380.0|1.0|0.14|1527.0|66382.0
894|R MAHE AT VALAYAM, KERALA|KERALA|27.1|7.3|7.2|67.0|0.9|0.38|6490.0|3471.0
895|R MAMOM AT MAMOM BRIDGE|KERALA|26.5|6.2|7.2|51.0|0.8|0.23|331.0|942.0
896|MANIMALA  AT KALLOOPARA, KERALA|KERALA|28.5|7.2|6.8|69.0|1.2|0.45|706.0|941.0
897|MANIMALA AT THONDRA, KERALA|KERALA|28.7|6.9|6.7|75.0|2.5|0.4|526.0|701.0
898|MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANaND|KERALA|25.7|6.3|7.4|113.0|0.6|0.88|98.0|128.0
899|R MANJESWAR AT BAJRAKKARA BR.|KERALA|29.3|7.6|6.8|79.0|1.6|0.31|48.0|109.0
900|MEENaNCHIL AT KIDANGOOR, KERALA|KERALA|27.0|7.0|7.2|57.0|0.6|0.46|2117.0|3558.0
901|R MOGRAL AT MOGRAL BR.|KERALA|30.9|5.9|7.0|22576.0|1.5|0.35|42.0|253.0
902|MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA|KERALA|27.1|6.8|7.2|105.0|0.6|0.39|1200.0|2392.0
903|R NEELASWARAM AT NaNMBIARKAL DAM|KERALA|30.3|6.3|6.7|2315.0|1.3|0.17|55.0|278.0
904|R NEELESWARAM AT HOSDURG, KERALA|KERALA|30.4|6.4|6.9|18569.0|1.0|0.27|40.0|277.0
905|R NEYYAR AT AMARAVILA, KERALA|KERALA|26.2|6.6|7.3|45.0|0.6|0.39|228.0|940.0
906|R NEYYAR AT ARUVIPURAM|KERALA|26.2|6.9|7.2|42.0|0.5|0.18|151.0|774.0
907|R PALLICKAL AT NELLIMUKAL|KERALA|25.1|6.0|7.3|92.0|1.7|0.56|256.0|597.0
908|PAMBA AT CHENGANNUR, KERALA|KERALA|27.4|6.1|7.2|59.0|0.7|1.04|181.0|311.0
909|PAMBA AT THAKAZHY, KERALA|KERALA|28.1|4.5|6.9|1190.0|0.7|1.17|218.0|388.0
910|PAMBA DOWN, KERALA|KERALA|28.3|4.2|7.0|69.0|0.6|1.04|240.0|420.0
911|PERIYAR NEAR ALWAYENaNELOOR, KERALA|KERALA|28.2|6.0|7.0|5569.0|2.2|0.68|473.0|1894.0
912|PERIYAR AT KALADY, KERALA|KERALA|27.2|7.3|7.0|34.0|1.0|0.27|234.0|927.0
913|PERIYAR AT SEWAGE DISCHARGE POINT, KERALA|KERALA|27.4|6.3|7.0|44.0|1.6|0.32|487.0|1876.0
914|RIVER PERIYAR AT MUPPATHADAM|KERALA|28.2|6.4|7.2|49.0|1.4|0.23|362.0|1357.0
915|RIVER PERIYAR AT PATHALAM|KERALA|27.9|5.9|7.0|3272.0|2.2|0.62|330.0|1284.0
916|R PERIYAR AT KALAMASSERY|KERALA|27.3|4.6|7.0|65.0|1.7|0.28|631.0|1937.0
917|R PERIYAR AT PURAPPALLIKAVU|KERALA|28.2|6.5|6.9|4650.0|2.0|1.0|340.0|1573.0
918|PERIYAR AT KWA INTAKENaN ALUVA, ERNaNKULAM|KERALA|28.2|6.5|7.0|42.0|1.4|1.0|249.0|1221.0
919|R PERUVAMBA AT CHANDAPPURA|KERALA|26.7|6.4|6.4|45.0|1.2|1.0|142.0|376.0
920|R PULLUR AT PULLUR BR.|KERALA|28.0|6.0|6.1|56.0|1.2|0.0|136.0|438.0
921|R PUZHACKAL AT PUZHACKAL BRIDGE|KERALA|29.7|5.3|6.8|99.0|2.8|0.79|106.0|523.0
922|R RAMAPURAM AT RAMAPURAM BRIDGE|KERALA|28.2|3.6|6.5|22131.0|1.8|0.95|105.0|261.0
923|R SHRIYA AT ANGADIMOGARU|KERALA|28.9|6.9|6.7|66.0|1.8|0.0|93.0|205.0
924|R THALLASSERY AT PATHIPPALAM|KERALA|26.4|6.0|6.6|67.0|1.5|3.69|168.0|398.0
925|R THIRUR AT THALAKKADATHUR BRIDGE|KERALA|30.0|4.9|6.8|9107.0|1.6|1.0|208.0|614.0
926|R UPPALA AT  UPPALA BR.|KERALA|30.8|6.3|7.0|18931.0|1.4|1.0|34.0|201.0
927|RIVER VALAPATTANaNM AT PARASSINIKADAVU, KANNUR|KERALA|27.8|6.6|6.8|15525.0|1.1|0.06|149.0|347.0
928|VAMANaNPURAM, KERALA|KERALA|26.7|7.1|7.5|46.0|0.8|1.0|239.0|1097.0
929|NaNGAVALLI AT THOTAPALLI REGULATOR, A.P.|ANDHRA PRADESH|27.0|6.0|7.3|432.0|1.2|3.0|3.0|78.0
930|RIVER VAMSHADHARA, KALINGAPATNaNM,VIZIANaNGARAM|ANDHRA PRADESH|26.8|6.1|7.7|328.0|1.2|1.0|3.0|211.0
931|U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.|ANDHRA PRADESH|19.0|5.8|7.8|707.0|0.6|0.85|2.0|1100.0
932|D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.|ANDHRA PRADESH|21.4|6.1|8.0|674.0|0.9|1.0|2.0|1260.0
933|KALI AT D/S WEST COAST PAPER MILL, KARNaNTAKA|KARNaNTAKA|27.1|7.3|7.3|164.0|2.3|1.0|115.0|336.0
934|KALI AT U/S OF WCPM, DANDELI, KARNaNTAKA|KARNaNTAKA|26.3|7.6|7.4|122.0|2.4|1.0|223.0|834.0
935|KUMARADHARA NaN U/S OF UPPINaNGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI|KARNaNTAKA|28.3|6.5|7.1|95.0|1.0|0.0|156.0|212.0
936|NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT|KARNaNTAKA|27.9|6.5|7.1|56.0|1.0|0.0|30.0|79.0
937|BUDHABALANGA, D/S OF BARIPADA TOWN|ORISSA|23.4|7.5|7.8|237.0|1.4|0.89|8281.0|18918.0
938|BUDHABALANGA AT BALASORE D/S|ORISSA|23.5|7.6|7.6|3688.0|2.3|2.66|19264.0|32918.0
